,Date,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
480,14-03-2020,Recovered,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
481,15-03-2020,Recovered,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
482,16-03-2020,Recovered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
483,17-03-2020,Recovered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
484,18-03-2020,Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,19-03-2020,Recovered,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
486,20-03-2020,Recovered,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,21-03-2020,Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,22-03-2020,Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,23-03-2020,Recovered,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,24-03-2020,Recovered,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
491,25-03-2020,Recovered,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,26-03-2020,Recovered,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,27-03-2020,Recovered,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
494,28-03-2020,Recovered,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
495,29-03-2020,Recovered,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,30-03-2020,Recovered,49,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,4,0,0,0,14,0,0,0,0,0,0,0,0,0,2,13,0,6,1,0,0
497,31-03-2020,Recovered,15,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
498,01-04-2020,Recovered,16,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,02-04-2020,Recovered,22,0,0,0,0,3,0,1,0,0,2,0,5,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
500,03-04-2020,Recovered,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0
501,04-04-2020,Recovered,56,0,0,0,0,0,3,0,0,0,8,0,3,1,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,2,22,0,2,1,0,4,0,0,0
502,05-04-2020,Recovered,43,0,3,0,0,0,2,5,0,0,0,0,8,0,0,1,0,1,6,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0
503,06-04-2020,Recovered,65,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,8,3,7,0,8,14,1,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0
504,07-04-2020,Recovered,75,0,0,0,0,6,2,1,0,0,4,0,3,2,1,0,0,5,12,0,0,10,9,0,0,0,0,0,1,10,0,0,6,0,0,0,0,3,0
505,08-04-2020,Recovered,96,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,13,0,0,4,38,0,0,0,0,0,0,0,20,0,2,0,0,10,1,0,0
506,09-04-2020,Recovered,70,10,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,13,0,0,0,8,0,0,0,0,0,0,4,15,0,6,0,0,0,0,3,0
507,10-04-2020,Recovered,151,0,0,0,0,0,0,0,0,0,2,1,7,4,0,0,0,4,27,1,0,12,63,0,0,0,0,10,0,2,0,0,17,0,0,1,0,0,0
508,11-04-2020,Recovered,186,0,0,0,0,0,0,0,0,0,0,4,11,0,6,0,0,5,19,0,0,1,20,0,0,0,0,0,0,0,56,0,0,51,0,13,0,0,0
509,12-04-2020,Recovered,114,0,2,0,0,11,0,1,0,0,1,0,0,8,4,0,0,15,36,0,0,3,9,0,0,0,0,0,0,3,5,0,6,7,0,0,0,3,0
510,13-04-2020,Recovered,112,0,0,0,0,2,0,0,0,0,3,0,10,7,0,10,0,6,19,1,0,10,12,0,0,0,0,6,0,2,0,0,8,0,0,4,2,10,0
511,14-04-2020,Recovered,167,0,4,0,0,1,0,3,0,0,0,0,5,4,1,14,0,11,13,0,0,13,30,0,0,0,0,0,0,2,26,0,23,7,0,1,2,7,0
512,15-04-2020,Recovered,144,0,4,1,2,0,2,4,0,0,10,1,5,2,0,6,0,9,7,0,0,0,36,0,0,0,0,1,0,0,0,0,37,8,1,7,0,1,0
513,16-04-2020,Recovered,258,1,0,0,3,8,0,6,0,0,11,0,9,8,3,2,0,2,27,2,0,6,5,0,0,0,0,0,0,2,17,0,62,68,0,11,0,5,0
514,17-04-2020,Recovered,273,0,15,0,4,0,0,1,0,0,20,0,13,21,0,4,0,6,10,0,0,0,31,0,0,0,0,2,0,1,19,0,103,0,0,14,0,9,0
515,18-04-2020,Recovered,426,0,7,0,3,5,0,1,0,0,135,0,7,14,0,9,0,16,2,0,0,57,34,0,0,0,0,3,3,1,17,0,82,0,0,26,0,4,0
516,19-04-2020,Recovered,388,0,23,0,5,0,4,0,0,0,83,1,12,4,0,5,0,7,13,0,0,4,142,0,0,0,0,0,0,6,5,0,46,0,0,19,2,7,0
517,20-04-2020,Recovered,419,0,27,0,2,0,1,0,0,0,141,0,26,37,0,15,4,1,21,0,0,7,65,1,0,0,0,0,0,1,0,0,46,0,0,13,7,4,0
518,21-04-2020,Recovered,703,0,4,0,0,0,0,0,0,0,180,0,8,6,0,10,0,17,16,0,0,10,150,0,0,0,0,6,0,11,69,0,178,8,0,22,1,7,0
519,22-04-2020,Recovered,394,0,24,0,0,0,0,3,0,0,113,0,40,11,0,11,0,2,1,0,0,4,67,0,0,0,0,2,0,4,70,0,27,0,0,11,4,0,0
520,23-04-2020,Recovered,642,0,21,0,0,2,0,2,0,0,84,0,79,12,2,0,4,14,8,2,0,51,51,0,0,0,0,1,0,13,107,0,90,58,1,33,1,6,0
521,24-04-2020,Recovered,484,0,4,0,0,0,1,0,0,0,49,0,7,16,0,17,0,7,15,0,0,7,117,0,0,0,0,0,0,4,42,0,114,39,0,20,1,24,0
522,25-04-2020,Recovered,442,0,26,0,0,1,0,2,0,0,12,0,17,5,4,3,0,6,7,0,0,71,119,0,0,0,0,1,0,2,20,0,94,16,0,35,1,0,0
523,26-04-2020,Recovered,585,0,60,0,8,11,2,0,0,0,8,0,31,8,0,25,5,24,4,0,0,21,112,0,0,0,0,1,0,12,116,0,60,9,0,66,0,2,0
524,27-04-2020,Recovered,580,0,4,0,0,0,0,0,0,0,0,0,81,14,3,27,4,11,13,0,0,55,94,0,0,0,0,2,1,14,115,0,54,16,0,72,0,0,0
525,28-04-2020,Recovered,636,4,23,0,0,8,0,2,0,0,201,0,40,11,0,12,2,14,4,0,0,16,106,0,0,0,0,1,0,3,26,0,54,42,0,63,0,4,0
526,29-04-2020,Recovered,690,0,29,0,2,0,0,0,0,0,14,0,93,1,0,16,0,9,10,1,0,88,205,0,0,0,0,1,0,0,44,0,82,35,0,48,2,10,0
527,30-04-2020,Recovered,630,1,34,0,0,20,1,2,0,0,2,0,86,10,3,24,0,13,14,0,0,21,180,0,0,0,0,2,0,3,79,0,48,33,0,41,8,5,0
528,01-05-2020,Recovered,962,0,82,0,4,14,0,0,0,0,73,0,123,6,2,31,2,22,9,0,0,42,106,0,10,0,0,14,0,4,223,0,54,22,0,103,1,15,0
529,02-05-2020,Recovered,831,10,38,0,0,19,1,0,0,0,89,0,160,1,3,7,1,20,8,0,0,100,121,0,0,0,0,1,0,4,126,0,29,35,0,44,2,12,0
530,03-05-2020,Recovered,911,6,47,0,0,7,0,0,0,0,106,0,146,3,1,33,5,22,1,0,0,174,115,0,0,0,0,4,1,5,114,0,38,46,0,56,0,-19,0
531,04-05-2020,Recovered,1082,0,36,0,0,3,2,0,0,0,69,0,153,9,0,16,0,28,61,0,0,58,350,0,0,0,0,0,0,11,82,0,30,40,0,48,0,86,0
532,05-05-2020,Recovered,1295,0,65,0,0,31,0,0,0,0,37,0,186,2,0,17,6,10,0,0,0,144,354,0,0,1,0,0,0,5,87,0,76,43,0,185,0,46,0
